,0,1,2
1142,Wingstop,34.1931577,-118.4659414
1143,Kinnara Thai,34.2017093,-118.4679878
1144,Subway,34.1931436,-118.4657979
1145,WaBa Grill,34.200281,-118.466411
1146,Van Nuys Pizza & Chicken Place,34.2016726,-118.4671013
1147,Dan’s Kitchen,34.2016726,-118.4671013
1148,Poke Rainbow,34.201664,-118.4677751
1149,totos' African Cuisine,34.2017093,-118.4679878
1150,Pablito's Tacos,34.2016675,-118.4666868
1151,A + Ford / Chevy Auto Dismantlers,33.992515,-118.2424976
1152,Japanese Auto Dismantlers (UAD),33.9920111,-118.2419784
1153,Metro by T-Mobile,33.9934222,-118.24758
1154,Big Saver Foods,33.9889613,-118.2480026
1155,Los Angeles Poultry Co,33.9996875,-118.2428859
1156,Restaurante La Union,33.9994917,-118.252275
1157,La Chiquita Market,33.9913882,-118.2414872
1158,Public Storage,34.2404127,-118.3902715
1159,Camera Accessary Solutions,34.2411408,-118.3895183
1160,Import Parts Only,34.2383781,-118.393284
1161,"King Kong Production Vehicles, Inc",34.2319931,-118.3870078
1162,Chase Auto Wrecking,34.2418424,-118.3910931
1163,Valley Bobcat Inc,34.2388189,-118.3920513
1164,Pink Motel,34.2409906,-118.3960684
1165,Mercedes-Benz of Encino,34.1588879,-118.4973031
1166,Starbucks,34.15775,-118.491679
1167,ABC Compounding Pharmacy,34.1573227,-118.4884038
1168,Gelson's Market,34.1570747,-118.4917793
1169,Jerry's Famous Deli,34.1578688,-118.4963866
1170,The UPS Store,34.156509,-118.4895896
1171,FedEx Office Print & Ship Center,34.1576728,-118.490926
1172,A Family Foot Specialist,34.1573227,-118.4884038
1173,Color Me Mine,34.156509,-118.4895896
1174,Fleet Feet Sports,34.1581437,-118.4932278
1175,Office Depot,34.1584655,-118.4938492
1176,Law Office of Robert A. Reed,34.1572821,-118.4934378
1177,Ralphs,34.1576322,-118.489694
1178,Panera Bread,34.157695,-118.4954903
1179,Benihana,34.1564916,-118.486517
1180,Sushi KATSU-YA Encino,34.1573821,-118.4939233
1181,Delmonico's Steak and Lobster House,34.1568907,-118.4898177
1182,Octopus Japanese Restaurant,34.1591429,-118.4979497
1183,streets of india cafe’,34.1566477,-118.4875389
1184,Sadaf Restaurant,34.1565136,-118.4869305
1185,Emilio's Trattoria,34.1565293,-118.4867384
1186,The Gate to the Mediterranean,34.1598017,-118.5020686
1187,Poquito Mas,34.1581437,-118.4932278
1188,Which Wich Superior Sandwiches,34.1576063,-118.4943516
1189,Wolfgang Puck,34.1570747,-118.4917793
1190,Sweet Lady Jane Bakery,34.1575803,-118.4906831
1191,Lakeside Restaurant & Lounge,34.1591907,-118.4992994
1192,Jersey Mike's Subs,34.156509,-118.4895896
1193,Claudine Artisan Kitchen & Bakeshop,34.156509,-118.4895896
1194,Dunkin',34.1600687,-118.5008798
1195,Big 5 Sporting Goods - El Segundo,33.9169123,-118.3756995
1196,Extra Space Storage,33.9187108,-118.3709394
1197,Christy's Treat Shoppe,33.9165749,-118.3680431
1198,Aloha Drugs,33.9170158,-118.3667619
1199,Drink-A-Juice & Pure Water,33.9170386,-118.3666706
1200,EagleRider Motorcycle Sales,33.9255472,-118.3697068
1201,Subway,33.916738,-118.3677069
1202,Denny's,33.9166606,-118.3748191
1203,Burger King,33.9167694,-118.3672691
1204,Jack in the Box,33.9161412,-118.3662758
1205,Trader Joe's,34.0252255,-118.3929931
1206,Ugo Cafe,34.0235541,-118.3951689
1207,Christian Audigier Inc,34.0213456,-118.3862774
1208,California Clinical Trials,34.0234762,-118.3980106
1209,Starbucks,34.0221626,-118.3962504
1210,Cold Stone Creamery,34.0232782,-118.3944466
1211,Grand Casino Bakery & Cafe,34.0250438,-118.3944252
1212,Culver City Honda,34.0263052,-118.3913915
1213,India Sweets & Spices,34.0256378,-118.3955663
1214,Brotman Medical Pharmacy,34.0222168,-118.3982821
1215,Rolling Greens,34.0172266,-118.3846808
1216,Jackson Market and Deli,34.017174,-118.3972551
1217,Venice Medical Center,34.0243003,-118.3964849
1218,Rush Street,34.0230456,-118.3948051
1219,Akasha,34.0230091,-118.3955206
1220,Tender Greens,34.0233561,-118.3952713
1221,City Tavern Culver City,34.0219077,-118.3965615
1222,Honey's Kettle Fried Chicken,34.0231992,-118.3954407
1223,Chipotle Mexican Grill,34.0233268,-118.3944221
1224,K-ZO,34.0253721,-118.3929881
1225,In-N-Out Burger,34.0264602,-118.3942849
1226,Meet in Paris French Bistro,34.0219384,-118.3964838
1227,LaRocco's Pizzeria,34.0248529,-118.3948363
1228,Public School 310,34.02431,-118.3945058
1229,"The Conservatory for Coffee, Tea & Cocoa",34.0206892,-118.3995487
1230,Wendy's,34.0267631,-118.3919799
1231,S & W Country Diner,34.0219833,-118.3964803
1232,Govinda's,34.0253318,-118.3971124
1233,Wingstop,34.0271101,-118.3928048
1234,Pet Foods Market,33.7756639,-118.4184553
1235,Lunada Bay Hardware,33.7749809,-118.4178645
1236,Lunada Market & Deli,33.7757206,-118.4179076
1237,Lunada Bay Liquor & Deli,33.7761563,-118.4180237
1238,Salsa Verdes,33.7749314,-118.4175464
1239,Black Bamboo Sushi,33.7757323,-118.4181814
1240,Raffaello's Pizza,33.7757238,-118.4182955
1241,Lowe's Home Improvement,34.2209961,-118.6068211
1242,Metro by T-Mobile,34.2217131,-118.6053626
1243,Mr. Mobile,34.2217131,-118.6053626
1244,T-Mobile,34.21926300000001,-118.6066141
1245,Vallarta Supermarkets,34.2180094,-118.6070067
1246,Donut Star,34.2216533,-118.6053626
1247,Exodus Door & Window,34.218322,-118.6006161
1248,Red Barn Feed Too,34.2205803,-118.6075741
1249,Grandma Kim's Family Diner,34.2223214,-118.6052828
1250,Subway,34.2182708,-118.6073318
1251,Panda Express,34.2182708,-118.6073318
1252,La Bahia,34.2226158,-118.605371
1253,Veerjee Indian Cuisine,34.2224551,-118.6053567
1254,Taj of India,34.2224551,-118.6053567
1255,Dilli Express,34.2224551,-118.6053567
1256,El Pollo Loco,34.219414,-118.6064035
1257,Pho CT Vietnamese Restaurant,34.221811,-118.6054675
1258,Spudnuts Donuts,34.21926300000001,-118.6066141
1259,Taqueria El Jaliciense,34.2207627,-118.6051802
1260,McDonald's,34.219294,-118.6071944
1261,Nat's West Cafe,34.22107099999999,-118.60532
1262,La Teclena,34.2200348,-118.60854
1263,Two For 1 Pizza Co,34.2191179,-118.6005982
1264,TacosWay,34.2190353,-118.6006329
1265,Nicolita Swimwear,34.0836362,-118.2139647
1266,Balloon Factory,34.0522342,-118.2436849
1267,Pomona Market,34.0785643,-118.2031303
1268,Carnes Asadas Pancho Lopez,34.0837867,-118.2131194
1269,Gardena Professional Pharmacy,33.8926812,-118.2933608
1270,The UPS Store,33.8898206,-118.3003464
1271,Walgreens,33.8910373,-118.2995302
1272,Baskin-Robbins,33.8911679,-118.3016043
1273,Vons,33.8909176,-118.2978182
1274,Yer Cheat'n Heart Tattoo,33.8915136,-118.2914075
1275,Redbox,33.8910373,-118.2995302
1276,Redbox,33.8909176,-118.2978182
1277,Rite Aid,33.8918499,-118.2963751
1278,Sally Beauty,33.8909251,-118.2984598
1279,Yas' Market,33.8966807,-118.2922442
1280,T-Mobile,33.8902126,-118.3031457
1281,Rainbow Donuts,33.892007,-118.2970839
1282,OKO Cafe,33.8885521,-118.304139
1283,Domino's Pizza,33.890141,-118.3031779
1284,Sakae Sushi,33.8901107,-118.304961
1285,Pizza Machine,33.8885521,-118.304139
1286,Tea Station,33.8885521,-118.304139
1287,Jersey Mike's Subs,33.8910509,-118.3003664
1288,Ya Yaa Thai Cuisine,33.8920404,-118.2955301
1289,Crazy Rock'n Sushi,33.890048,-118.3031893
1290,Carrows Restaurants,33.8894358,-118.3054177
1291,Burnt Tortilla,33.8913468,-118.3015701
1292,Tomo-E Bento Inc,33.8903131,-118.3045568
1293,McDonald's,33.8915616,-118.3011232
1294,L & L Hawaiian Barbecue,33.8915965,-118.2976991
1295,Happa Restaurant,33.889945,-118.3058209
1296,Sea Empress Seafood Restaurant,33.8891151,-118.3054177
1297,See's Candies,34.2064009,-118.2040262
1298,SPS Coral Store,34.208411,-118.208366
1299,Cakery Bakery,34.2060126,-118.2030912
1300,Cowgirl Princess,34.2081267,-118.2078498
1301,Descanso Medical,34.2068547,-118.2053382
1302,Berge's Sandwiches,34.2050349,-118.2019698
1303,Min's Kitchen,34.2049777,-118.2018785
1304,Penelope's Cafe Books & Gallery,34.2052058,-118.2012844
1305,Planetwood Productions,34.1410657,-118.2106062
1306,Chefs' Toys,33.8491003,-118.285642
1307,I&I Sports Supply,33.8520007,-118.2842415
1308,Stoked Ride Shop,33.850933,-118.2884281
1309,UVA Nursery,33.8575029,-118.2833812
1310,Auto Talent,33.8558394,-118.2869209
1311,AHF Pharmacy - Gardena,33.8554386,-118.2857408
1312,Paradise L.A. Restaurant & Bar,33.8595737,-118.2897983
1313,Ginger Cafe,33.8515309,-118.2894542
1314,Sears,34.1877141,-118.3974718
1315,Sally Beauty,34.1863564,-118.4057674
1316,J & C Food Store,34.1798057,-118.40506
1317,Ralphs,34.1917471,-118.3975061
1318,Fashion Q,34.1878983,-118.3984174
1319,Smart & Final Extra!,34.1907887,-118.3975061
1320,American Tire Depot - North Hollywood,34.1874077,-118.3961825
1321,Car Search USA,34.1803358,-118.396753
1322,Optometry Eye Care Center,34.1864629,-118.3945393
1323,Pizza Hut,34.1868971,-118.4046492
1324,KFC,34.1886199,-118.3962053
1325,Pacific Kosher Grill,34.1797878,-118.404615
1326,Carl's Jr.,34.1832574,-118.3962509
1327,Continental Food,34.1797432,-118.4050531
1328,Shoga Sushi,34.18707080000001,-118.4058245
1329,Good China,34.1863374,-118.3968322
1330,Pita Grill,34.1879772,-118.3986102
1331,Ledy's Restaurant,34.1883994,-118.3983836
1332,Downtown Philly Cheese Steaks,34.1888026,-118.396114
1333,The Pancake Factory,34.1896981,-118.3962053
1334,Skaf's Grill,34.1797948,-118.3961751
1335,Eggsellent Cafe,34.1791108,-118.4049316
1336,Signtronix,33.8156279,-118.3028146
1337,Fibre Glas Fin,33.8162399,-118.2978594
1338,Coastcraft Rubber Co,33.8135033,-118.2976538
1339,Industrial Parts Inc,33.8144131,-118.2986488
1340,Sturgill spearfishing,33.8162399,-118.2978594
1341,Yoshinoya Sepulveda & Western,33.816589,-118.3064452
1342,BCD Tofu House,33.8166698,-118.3067649
1343,El Pollo Loco,33.8159909,-118.3053035
1344,Del Taco,33.8162962,-118.3061712
1345,Arby's,33.815749,-118.3046642
1346,Ko Ryo Jung Korean BBQ,33.8165333,-118.305783
1347,Ono Hawaiian BBQ,33.8143203,-118.3007366
1348,San Pedro Fish Market Grille,33.8143203,-118.3007366
1349,The Buffalo Spot,33.8143154,-118.299709
1350,Fat Tomato Pizza,33.8129413,-118.2988641
1351,La Gordita Restaurant,33.8128209,-118.2986935
1352,Silog,33.8161992,-118.3048697
1353,Gushiya Sushi & Ramen,33.8165333,-118.305783
1354,pita spot,33.8165333,-118.305783
1355,Kimbap Paradise,33.8165536,-118.3058585
1356,C&P Auto Center,33.9887904,-118.2874918
1357,Smooth Carpet Wherehouse,33.9994088,-118.2919762
1358,Hugs and Petals,33.9970992,-118.2939088
1359,7-Eleven,33.992913,-118.2831569
1360,CVS Photo,33.9888298,-118.2896613
1361,Dollar Plus Depot,33.9958911,-118.2829084
1362,El Pollo Loco,33.989675,-118.2914988
1363,Susana's,33.9946993,-118.2913603
1364,Barbecue King,33.9937816,-118.2917775
1365,Yoshinoya Slauson & Vermont,33.9888928,-118.2919716
1366,KFC,33.9899328,-118.2914989
1367,Taco Bell,33.9894636,-118.291794
1368,Pupuseria Jutiapa,33.9903649,-118.2916409
1369,McDonald's,33.9887741,-118.2909938
1370,Jack in the Box,33.988875,-118.2919678
1371,Pacific Coast Greens,34.0399093,-118.6669001
1372,Malibu Gallery,34.0397249,-118.667709
1373,Malibu Cigar Club,34.039812,-118.667704
1374,99 High Tide Collective,34.039364,-118.6718579
1375,Zuma Jay's,34.039364,-118.6718579
1376,McDonald's,34.039671,-118.670087
1377,Just Food For Dogs,34.0397522,-118.6676553
1378,Nobu Malibu,34.0390148,-118.6695466
1379,Malibu Country Chicken,34.0395491,-118.670982
1380,D'Amore's Pizza,34.0399093,-118.6669001
1381,Nobu Ryokan Malibu,34.0391642,-118.6712456
1382,PMC AUTO REPAIR,33.9833303,-118.3355003
1383,Prado's Flower & Party Supply,33.9773166,-118.3444837
1384,Carniceria La Tapatia,33.9776142,-118.3447908
1385,7-Eleven,33.9885952,-118.3381361
1386,Chevron,33.9885952,-118.3381361
1387,Word of Life Christian Bookstores,33.98208,-118.3355334
1388,Your Bakery,33.9798678,-118.3353661
1389,Toni's Liquor & Deli,33.9860889,-118.3353508
1390,Daltile Sales Service Center,33.8606846,-118.3253452
1391,IMC powered by Parts Authority,33.8604434,-118.3254314
1392,Habitat,33.8614182,-118.324638
1393,Shell,33.8587264,-118.327223
1394,American Olean / Marazzi Sales Service Center,33.8606846,-118.3253452
1395,Storage Etc... Torrance,33.858757,-118.3218832
1396,Habitat for Humanity of Greater Los Angeles ReStore,33.8617094,-118.3248257
1397,The Roadhouse Bar & Grill,33.8586225,-118.3266751
1398,Lids,33.8305539,-118.3495695
1399,LensCrafters,33.834714,-118.3507605
1400,Barnes & Noble,33.8334788,-118.3523703
1401,Sears,33.8274104,-118.351809
1402,Target,33.8270091,-118.3456469
1403,Nordstrom Del Amo Fashion Center,33.8333244,-118.3519669
1404,Disney Store,33.8326506,-118.3503036
1405,Naturalizer,33.828623,-118.3496097
1406,Staples,33.8271595,-118.3533076
1407,JOANN Fabrics and Crafts,33.8298096,-118.3504067
1408,Walmart Pharmacy,33.827982,-118.3533173
1409,Panda Express,33.8305539,-118.3495695
1410,Andre's Restaurant,33.8346678,-118.3546617
1411,Vegas Seafood Buffet,33.8305539,-118.3495695
1412,Lucille's Smokehouse Bar-B-Que,33.834714,-118.3507605
1413,Black Angus Steakhouse,33.8317571,-118.3454186
1414,Chipotle Mexican Grill,33.8350031,-118.3527977
1415,Buffalo Wild Wings,33.83381,-118.3471536
1416,HomeTown Buffet,33.83025200000001,-118.34745
1417,Subway,33.8291354,-118.3527922
1418,Chicken Dijon,33.837203,-118.3489799
1419,P.F. Chang's,33.8329052,-118.3472449
1420,Chipotle Mexican Grill,33.8305539,-118.3495695
1421,WSS,33.9098366,-118.283541
1422,max moulding,33.9057457,-118.2816227
1423,Funky Sofa,33.9008017,-118.2834497
1424,Swisstex LLC,33.9068679,-118.2816227
1425,Buy4Store.com INC,33.907386,-118.2763243
1426,Top Fabric,33.9063414,-118.2818054
1427,Adriano Contract Seating,33.9036769,-118.2770551
1428,The Home Depot,34.2197381,-118.4993982
1429,FedEx Ship Center,34.223378,-118.4950003
1430,JBL Professional,34.2245216,-118.4993517
1431,Harman,34.2245216,-118.4993517
1432,AVAD LLC,34.2182569,-118.4884948
1433,Floral Supply Syndicate,34.2208008,-118.4974033
1434,Sherwin-Williams Automotive Finishes,34.2205786,-118.4956861
1435,Orkin,34.2206714,-118.4959191
1436,Allbright Window & Floor Coverings,34.220688,-118.4963192
1437,Baymark Aviation,34.2193483,-118.4961384
1438,94th Aero Squadron Restaurant,34.218622,-118.4878655
1439,T4 Cafe,34.223724,-118.5014044
1440,Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys,34.1812344,-118.448026
1441,The UPS Store,34.1850813,-118.4490263
1442,Volkswagen Van Nuys,34.1813127,-118.4493207
1443,Van Nuys Pawnshop,34.1863625,-118.4484365
1444,Goodwill Southern California Store & Donation Center,34.1863431,-118.4506223
1445,Diamond Adult World,34.1869967,-118.4483683
1446,Country General Store,34.1845044,-118.4490791
1447,42 Printing Inc.,34.1864516,-118.4405591
1448,Subway Restaurants,34.1832785,-118.4490641
1449,Subway Restaurants,34.1902936,-118.4479576
1450,Golden Sky,34.1869645,-118.4475165
1451,Picka Rico,34.1864463,-118.4447059
1452,Villaggio Deli & Restaurant,34.185121,-118.4484801
1453,Hong Kong Diner,34.1875432,-118.4480071
1454,Machu-Picchu Peruvian Restaurant,34.188128,-118.4489667
1455,Kobee Factory,34.17923020000001,-118.4404392
1456,Los Tres Hermanos Restaurant Bar and Grill,34.1843094,-118.4490527
1457,Carniceria Don Juan,34.1870936,-118.4406694
1458,Venice Pizza Pasta & Deli,34.1854994,-118.4483784
1459,Ranch House BBQ & Grill,34.1819267,-118.4490721
1460,Nazca Peruvian Restaurants,34.1870692,-118.446178
1461,Mariscos Los Arcos,34.1864578,-118.4392303
1462,Cemitas Poblanas,34.1893736,-118.4485297
1463,Famous Pizza,34.1870408,-118.4397896
1464,Gordos Tacos,34.1863705,-118.4460433
1465,Jack's Snack Shop,34.1832625,-118.4461552
1466,Northgate Market,33.9004334,-118.3430901
1467,S K Liquor Mart,33.8935486,-118.3434815
1468,SLABBs!,33.8943659,-118.3428668
1469,Magic Sign,33.8940358,-118.3435098
1470,Riviera Auto Sales,33.9838682,-118.3006795
1471,Los Angeles Van Hool Bus for Sale,33.9832446,-118.2915221
1472,Fast Windows & More Inc,33.9888448,-118.2955826
1473,Lily's Market,33.9809325,-118.2999953
1474,Auto Insurance,34.0522342,-118.2436849
1475,El Guanaquito,33.9783106,-118.300045
1476,Don Lencho,33.9836493,-118.3005539
1477,Reina’s Restaurant y Pupuseria,33.9874073,-118.3004169
1478,Paseo San Miguel,33.984746,-118.2918399
1479,Parker Hearing Institute,33.7390715,-118.3060306
1480,East West Healing Arts,33.7376486,-118.3079523
1481,Alvas Music Store,33.7367933,-118.3082695
1482,Polly Ann Bakery,33.7372328,-118.3091396
1483,Peninsula Pharmacy,33.7392172,-118.3056004
1484,Granny's Donuts,33.7466413,-118.3091967
1485,Burattino Brick Oven Pizza,33.7472874,-118.3096811
1486,Shin Shin Chinese Restaurant,33.7372078,-118.308877
1487,Think Prime Steak House,33.7483096,-118.3097105
1488,Pirozzi's Italian Deli,33.7368178,-118.3094365
1489,Ralphs,33.9259591,-118.3540822
1490,Public Storage,33.9371655,-118.3449328
1491,Metro by T-Mobile,33.9295892,-118.3520087
1492,CVS,33.9266126,-118.3539108
1493,Fox Hills Pharmacy,33.9283749,-118.3539108
1494,Dollar Tree,33.9318873,-118.3529977
1495,Starbucks,33.930746,-118.3531575
1496,Half Price Mattress Warehouse,33.9307524,-118.3464003
1497,Chevron,33.9275591,-118.3532488
1498,Santy's Upholstery,33.9292687,-118.3441631
1499,Car Lux Inc,33.937192,-118.3520102
1500,Redbox,33.9266126,-118.3539108
1501,Comfort Inn Cockatoo Near LAX Airport,33.9298489,-118.3508975
1502,El Torito,33.926315,-118.3538195
1503,Subway,33.9269605,-118.3519725
1504,Little Caesars Pizza,33.9266117,-118.3522464
1505,Pizza Loca,33.9383609,-118.3529748
1506,Wingstop,33.9295892,-118.3520087
1507,Subway,33.9350626,-118.3434511
1508,McDonald's,33.9313002,-118.3520617
1509,KFC,33.9295673,-118.3530662
1510,El Pollo Loco,33.9311807,-118.3530205
1511,The Den,33.9301394,-118.3530205
1512,Huli Huli Hawaiian Grill,33.9295892,-118.3520087
1513,Carniceria Los Tapatios,33.9348254,-118.3529413
1514,Chips Restaurant,33.9253453,-118.352271
1515,Ricos Tacos El Tio,33.9308894,-118.3486759
1516,Moshi Moshi Mambo,33.9302595,-118.3530205
1517,Chavelita place,33.9307277,-118.3534543
1518,A Stitch In Time Bridal Services,34.0663928,-118.4693595
1519,Dermarenewal Skincare,34.06561310000001,-118.4692714
1520,Rocks & Silk,34.0654995,-118.4690855
1521,Permanent Vacation,34.0650676,-118.4691487
1522,La Maison Interior Design,34.0649489,-118.4691835
1523,Belwood Bakery,34.0652507,-118.4694895
1524,Jennifer Knits,34.0653559,-118.4692614
1525,Brentwood Vacuum & Sewing Co.,34.065653,-118.469112
1526,Star Toys,34.06644989999999,-118.4690377
1527,Anthony's Flowers,34.0652111,-118.4696304
1528,Habit Footwear + Accessories,34.0653574,-118.469108
1529,Lakal Jewelry,34.0663928,-118.4693595
1530,West Restaurant & Lounge,34.0737596,-118.468216
1531,Peppone Restaurant,34.0651548,-118.469193
1532,Manny's Pizzeria & Cafe,34.0772459,-118.4692141
1533,LAMILL COFFEE Boutique,34.0888273,-118.2686162
1534,American Electric Tattoo,34.079701,-118.26968
1535,House of Intuition,34.0784079,-118.266161
1536,AutoZone Auto Parts,34.0826023,-118.2609764
1537,Vons,34.0794703,-118.2613418
1538,Al's Cycle Shop,34.0850922,-118.2601952
1539,K9 LOFT,34.0775361,-118.2660468
1540,The Hive Los Angeles,34.0874974,-118.2751653
1541,Tierra Mia Coffee,34.0782495,-118.2628906
1542,Starbucks Reserve,34.0771579,-118.2646764
1543,Rite Aid,34.0810475,-118.2607936
1544,Donut Farm,34.0805652,-118.269861
1545,The Social Type,34.0796915,-118.2698411
1546,Mohawk Bend,34.07769529999999,-118.2647678
1547,Silverlake Ramen,34.083448,-118.2733782
1548,L & E Oyster Bar,34.0890047,-118.2690274
1549,Elf Cafe,34.07763660000001,-118.2646422
1550,Sweetfin,34.0846785,-118.2747463
1551,King Bowl,34.0781095,-118.2666599
1552,Alimento,34.0894399,-118.2681252
1553,Marielas Taco,34.0799692,-118.2689551
1554,Vons,34.25906459999999,-118.3010791
1555,Redbox,34.25906459999999,-118.3010791
1556,Vons Pharmacy,34.25906459999999,-118.3010791
1557,Stan's Liquor & Market,34.2591369,-118.3034996
1558,City Market 21,34.2551974,-118.2982107
1559,Starbucks,34.25906459999999,-118.3010791
1560,Canyon Market,34.2630908,-118.2940915
1561,Shell,34.2562567,-118.2994578
1562,McDonald's,34.2593057,-118.3063311
1563,Corner Market,34.2598304,-118.3028831
1564,Subway,34.2589919,-118.3028831
1565,Link N Hops,34.2598725,-118.3071759
1566,Big Mama's & Papa's Pizzeria - Sunland,34.2589919,-118.3028831
1567,El Pollo Loco,34.2599003,-118.3045956
1568,Original Tommy’s,34.25472310000001,-118.2984074
1569,Taco Bell,34.2593042,-118.3046642
1570,Chors Chinese Cuisine,34.25912040000001,-118.3034948
1571,Catalina Water Co,33.77291,-118.212054
1572,Sunglass Hut,33.8986561,-118.3936891
1573,Tommy Bahama,33.8989977,-118.3947447
1574,Macy's,33.9000128,-118.3934894
1575,Apple Manhattan Village,33.8995437,-118.394016
1576,Walgreens,33.8938453,-118.3954065
1577,Manhattan Beach Toyota,33.8894439,-118.3951673
1578,AT&T Store,33.8876306,-118.3954597
1579,Ralphs,33.8960421,-118.394311
1580,The UPS Store,33.8899689,-118.3962509
1581,Power Cell,33.8995437,-118.394016
1582,Corner Bakery Cafe,33.8989977,-118.3947447
1583,Starbucks,33.8889349,-118.3942198
1584,See's Candies,33.8952392,-118.3943592
1585,Godiva Chocolatier,33.8995437,-118.394016
1586,Victoria's Secret & PINK,33.8995437,-118.394016
1587,Allan Jeffries Framing,33.8969385,-118.3962509
1588,LOFT,33.8995437,-118.394016
1589,Olive Garden Italian Restaurant,33.8949839,-118.3951783
1590,Tin Roof Bistro,33.9000539,-118.395726
1591,California Pizza Kitchen at Manhattan Beach,33.8997466,-118.3953295
1592,Domino's Pizza,33.89755,-118.3964639
1593,Islands Restaurant Manhattan Beach,33.8995437,-118.394016
1594,Tacone,33.8995437,-118.394016
1595,Which Wich Superior Sandwiches,33.8889349,-118.3942198
1596,GROW,33.8920033,-118.3955283
1597,Yanagi Kitchen,33.89755,-118.3964639
1598,JUTE Coastal Bar and Kitchen,33.8999986,-118.3881033
1599,Public Storage,33.952868,-118.1804759
1600,Ace Crane & Hoist,33.958501,-118.1798743
1601,Aprintco,33.9556207,-118.181692
1602,Cudahy Fuel Stop,33.9573544,-118.1841703
1603,"Ramirez Liquor, Wine, & Kegs",34.034786,-118.2152212
1604,DTLA Print,34.0274986,-118.2210926
1605,Apparel Deals,34.0305333,-118.222181
1606,"Smart Point, Inc.",34.03421,-118.2164092
1607,Abel Auto Parts,34.0347854,-118.2176772
1608,Public Storage,34.0383491,-118.2207728
1609,YMI Jeans,34.0305333,-118.222181
1610,The Million Roses,34.0347836,-118.2226928
1611,WaBa Grill,34.03421,-118.2164092
1612,Subway Restaurants,34.0278215,-118.2199161
1613,Domino's Pizza,34.03421,-118.2164092
1614,Pioneer Chicken,34.03409440000001,-118.2155868
1615,Samurai Soto,34.0266375,-118.2190822
1616,Thai Silk Express.,34.0266375,-118.2190822
1617,Sam's Tacos,34.0352094,-118.2153727
1618,Tacos La Restirada,34.0352566,-118.2226215
1619,Yoshinoya Soto,34.0281518,-118.220033
1620,El Borrego De Oro Restaurant,34.0345986,-118.2152098
1621,El Pollo Loco,34.0272471,-118.2192878
1622,McDonald's,34.0275758,-118.2191736
1623,Johnny's Shrimp Boat,34.0324067,-118.2117486
1624,Jim's Burgers,34.0339352,-118.2162265
1625,Tacos El Pecas,34.0323242,-118.2170127
1626,La Catrina Cafe,34.0345706,-118.2165996
1627,Panda Express,34.0348013,-118.2158838
1628,AT&T Store,34.2035789,-118.1977886
1629,HomeGoods,34.2040876,-118.198474
1630,Panera Bread,34.2048937,-118.1998907
1631,Shell,34.2053734,-118.1998907
1632,7-Eleven,34.2049087,-118.2006747
1633,The Baked Bear,34.2043317,-118.1992389
1634,Cañada Jewelry & Gifts,34.2042138,-118.1991903
1635,Target,34.2052909,-118.1988143
1636,Target Grocery,34.2052909,-118.1988143
1637,Starbucks,34.2052909,-118.1988143
1638,Target Mobile,34.2052909,-118.1988143
1639,Chipotle Mexican Grill,34.2035789,-118.1977886
1640,Hill Street Cafe La Cañada,34.2041974,-118.200439
1641,Taylor's Steak House,34.2037504,-118.1980628
1642,Blaze Pizza,34.2048937,-118.1998907
1643,Luna Grill,34.2042138,-118.1991903
1644,Sakura Japanese Steak & Seafood House,34.2044596,-118.1997079
1645,The Habit Burger Grill,34.2048937,-118.1998907
1646,Pizza Hut,34.2038627,-118.1994565
1647,Cathay Medical Pharmacy,34.0656236,-118.2412869
1648,"Phoenix Bakery, Inc.",34.065967,-118.236659
1649,K G Louie Co,34.0654851,-118.2374264
1650,Jade Tree,34.0662389,-118.2384808
1651,OWSLA Store,34.0671415,-118.2359188
1652,Chemline - Sustainable Apparel,34.0658978,-118.2383402
1653,Tanyan Music,34.0656004,-118.2372337
1654,World Famous Original,34.0662922,-118.2357132
1655,Building Block,34.0662922,-118.2357132
1656,Salt Box Records,34.064987,-118.237943
1657,Framing House Design,34.0651268,-118.2365355
1658,Robocon,34.0664537,-118.2369924
1659,Full House Seafood,34.0662576,-118.2380204
1660,Golden Dragon Restaurant,34.0655153,-118.2362614
1661,Plum Tree Inn,34.0644533,-118.237632
1662,Foo-Chow Restaurant,34.0658978,-118.2383402
1663,Pho 87,34.0673101,-118.2358046
1664,Burgerlords,34.065216,-118.2370609
1665,Grand Star Restaurant,34.0650507,-118.2375635
1666,Highland Park Brewery,34.0656835,-118.2333374
1667,Pho Broadway,34.0651268,-118.2365355
1668,Chinese Friends Restaurant,34.06645700000001,-118.2358121
1669,New Dragon Sea Food Restaurant,34.0651845,-118.2381778
1670,Full Moon House,34.0660285,-118.2376549
1671,Lately Restaurant,34.0662922,-118.2357132
1672,Blossom Vietnamese Restaurant,34.0656212,-118.2374885
1673,Jade Wok,34.0653717,-118.2406982
1674,Golden Lake Eatery,34.0642589,-118.2384531
1675,Wilouby International,34.0211092,-118.2310943
1676,Restaurant Depot,34.0218155,-118.2434341
1677,X-Spot Alameda,34.0197905,-118.23974
1678,Textile Secrets International,34.02291640000001,-118.2411042
1679,Texco Inc,34.02272290000001,-118.2449045
1680,Bobco Metals LLC.,34.0171999,-118.2394231
1681,Penske Truck Rental,34.0255351,-118.2318754
1682,Airgas Store,34.0214148,-118.2304264
1683,Jingle Donut's,34.0197905,-118.23974
1684,West Coast Specialties Inc,34.0176755,-118.2353235
